objectid,data,estação,estacao_nome,poluente,classificação,iqar,codnum
59572,2017/02/08 03:00:00+00,CA,Centro,O3,Boa,31,3
59573,2017/02/08 03:00:00+00,AV,Copacabana,MP10,Regular,52,1
59574,2017/02/08 03:00:00+00,SC,São Cristóvão,O3,Boa,38,7
59575,2017/02/08 03:00:00+00,SP,Tijuca,NO2,Boa,31,8
59576,2017/02/08 03:00:00+00,IR,Irajá,MP10,Boa,24,5
59577,2017/02/08 03:00:00+00,BG,Bangu,,Indisponível,,2
59578,2017/02/08 03:00:00+00,CG,Campo Grande,O3,Boa,36,4
59579,2017/02/08 03:00:00+00,PG,Pedra de Guaratiba,O3,Boa,40,6
59580,2017/02/08 03:00:00+00,,Unidade Móvel Bangu-Guarda Municipal,MP10,Regular,51,
59581,2017/02/09 03:00:00+00,CA,Centro,O3,Boa,22,3
59582,2017/02/09 03:00:00+00,AV,Copacabana,O3,Boa,23,1
59583,2017/02/09 03:00:00+00,SC,São Cristóvão,O3,Boa,31,7
59584,2017/02/09 03:00:00+00,SP,Tijuca,NO2,Boa,24,8
59585,2017/02/09 03:00:00+00,IR,Irajá,NO2,Boa,22,5
59586,2017/02/09 03:00:00+00,BG,Bangu,O3,Boa,45,2
59587,2017/02/09 03:00:00+00,CG,Campo Grande,O3,Boa,41,4
59588,2017/02/09 03:00:00+00,PG,Pedra de Guaratiba,O3,Boa,36,6
59589,2017/02/09 03:00:00+00,,Unidade Móvel Bangu-Guarda Municipal,MP10,Regular,54,
59590,2017/02/10 03:00:00+00,CA,Centro,O3,Boa,20,3
59591,2017/02/10 03:00:00+00,AV,Copacabana,MP10,Regular,53,1
59592,2017/02/10 03:00:00+00,SC,São Cristóvão,O3,Boa,38,7
59593,2017/02/10 03:00:00+00,SP,Tijuca,O3,Boa,36,8
59594,2017/02/10 03:00:00+00,IR,Irajá,NO2,Boa,20,5
59595,2017/02/10 03:00:00+00,BG,Bangu,O3,Regular,62,2
59596,2017/02/10 03:00:00+00,CG,Campo Grande,O3,Regular,61,4
59597,2017/02/10 03:00:00+00,PG,Pedra de Guaratiba,O3,Boa,45,6
59598,2017/02/10 03:00:00+00,,Unidade Móvel Bangu-Guarda Municipal,MP10,Regular,53,
59599,2017/02/11 03:00:00+00,CA,Centro,O3,Boa,42,3
59600,2017/02/11 03:00:00+00,AV,Copacabana,MP10,Boa,50,1
59601,2017/02/11 03:00:00+00,SC,São Cristóvão,O3,Regular,62,7
59602,2017/02/11 03:00:00+00,SP,Tijuca,O3,Boa,49,8
59603,2017/02/11 03:00:00+00,IR,Irajá,MP10,Boa,21,5
59604,2017/02/11 03:00:00+00,BG,Bangu,O3,Regular,99,2
59605,2017/02/11 03:00:00+00,CG,Campo Grande,O3,Regular,58,4
59606,2017/02/11 03:00:00+00,PG,Pedra de Guaratiba,O3,Regular,69,6
59607,2017/02/11 03:00:00+00,,Unidade Móvel Bangu-Guarda Municipal,O3,Regular,71,
59608,2017/02/12 03:00:00+00,CA,Centro,O3,Boa,27,3
59609,2017/02/12 03:00:00+00,AV,Copacabana,MP10,Regular,53,1
59610,2017/02/12 03:00:00+00,SC,São Cristóvão,O3,Boa,40,7
59611,2017/02/12 03:00:00+00,SP,Tijuca,O3,Boa,34,8
59612,2017/02/12 03:00:00+00,IR,Irajá,NO2,Boa,17,5
59613,2017/02/12 03:00:00+00,BG,Bangu,O3,Regular,94,2
59614,2017/02/12 03:00:00+00,CG,Campo Grande,O3,Regular,62,4
59615,2017/02/12 03:00:00+00,PG,Pedra de Guaratiba,O3,Regular,57,6
59616,2017/02/12 03:00:00+00,,Unidade Móvel Bangu-Guarda Municipal,O3,Regular,62,
59617,2017/02/13 03:00:00+00,CA,Centro,O3,Boa,24,3
59618,2017/02/13 03:00:00+00,AV,Copacabana,MP10,Regular,52,1
59619,2017/02/13 03:00:00+00,SC,São Cristóvão,O3,Boa,37,7
59620,2017/02/13 03:00:00+00,SP,Tijuca,O3,Boa,30,8
59621,2017/02/13 03:00:00+00,IR,Irajá,NO2,Boa,17,5
59622,2017/02/13 03:00:00+00,BG,Bangu,O3,Boa,50,2
59623,2017/02/13 03:00:00+00,CG,Campo Grande,O3,Boa,44,4
59624,2017/02/13 03:00:00+00,PG,Pedra de Guaratiba,O3,Boa,42,6
59625,2017/02/13 03:00:00+00,,Unidade Móvel Bangu-Guarda Municipal,MP10,Boa,50,
59626,2017/02/14 03:00:00+00,CA,Centro,O3,Boa,22,3
59627,2017/02/14 03:00:00+00,AV,Copacabana,MP10,Boa,48,1
59628,2017/02/14 03:00:00+00,SC,São Cristóvão,O3,Boa,31,7
59629,2017/02/14 03:00:00+00,SP,Tijuca,NO2,Boa,35,8
59630,2017/02/14 03:00:00+00,IR,Irajá,MP10,Boa,18,5
59631,2017/02/14 03:00:00+00,BG,Bangu,O3,Regular,73,2
59632,2017/02/14 03:00:00+00,CG,Campo Grande,O3,Regular,56,4
59633,2017/02/14 03:00:00+00,PG,Pedra de Guaratiba,O3,Regular,53,6
59634,2017/02/14 03:00:00+00,,Unidade Móvel Bangu-Guarda Municipal,MP10,Regular,56,
59635,2017/02/15 03:00:00+00,CA,Centro,O3,Boa,28,3
59636,2017/02/15 03:00:00+00,AV,Copacabana,MP10,Boa,46,1
59637,2017/02/15 03:00:00+00,SC,São Cristóvão,O3,Boa,32,7
59638,2017/02/15 03:00:00+00,SP,Tijuca,NO2,Boa,31,8
59639,2017/02/15 03:00:00+00,IR,Irajá,MP10,Boa,18,5
59640,2017/02/15 03:00:00+00,BG,Bangu,O3,Regular,71,2
59641,2017/02/15 03:00:00+00,CG,Campo Grande,O3,Regular,57,4
59642,2017/02/15 03:00:00+00,PG,Pedra de Guaratiba,O3,Regular,59,6
59643,2017/02/15 03:00:00+00,,Unidade Móvel Bangu-Guarda Municipal,MP10,Regular,53,
59644,2017/02/16 03:00:00+00,CA,Centro,O3,Boa,31,3
59645,2017/02/16 03:00:00+00,AV,Copacabana,MP10,Boa,50,1
59646,2017/02/16 03:00:00+00,SC,São Cristóvão,O3,Boa,42,7
59647,2017/02/16 03:00:00+00,SP,Tijuca,O3,Boa,41,8
59648,2017/02/16 03:00:00+00,IR,Irajá,MP10,Boa,25,5
59649,2017/02/16 03:00:00+00,BG,Bangu,O3,Má,200,2
59650,2017/02/16 03:00:00+00,CG,Campo Grande,O3,Regular,70,4
59651,2017/02/16 03:00:00+00,PG,Pedra de Guaratiba,O3,Regular,65,6
59652,2017/02/16 03:00:00+00,,Unidade Móvel Bangu-Guarda Municipal,O3,Regular,79,
59653,2017/02/17 03:00:00+00,CA,Centro,O3,Boa,33,3
59654,2017/02/17 03:00:00+00,AV,Copacabana,MP10,Boa,47,1
59655,2017/02/17 03:00:00+00,SC,São Cristóvão,O3,Regular,61,7
59656,2017/02/17 03:00:00+00,SP,Tijuca,O3,Regular,56,8
59657,2017/02/17 03:00:00+00,IR,Irajá,NO2,Boa,30,5
59658,2017/02/17 03:00:00+00,BG,Bangu,O3,Inadequada,184,2
59659,2017/02/17 03:00:00+00,CG,Campo Grande,O3,Regular,67,4
59660,2017/02/17 03:00:00+00,PG,Pedra de Guaratiba,O3,Regular,71,6
59661,2017/02/17 03:00:00+00,,Unidade Móvel Bangu-Guarda Municipal,O3,Regular,74,
59662,2017/02/18 03:00:00+00,CA,Centro,O3,Boa,38,3
59663,2017/02/18 03:00:00+00,AV,Copacabana,MP10,Boa,47,1
59664,2017/02/18 03:00:00+00,SC,São Cristóvão,O3,Regular,55,7
59665,2017/02/18 03:00:00+00,SP,Tijuca,O3,Regular,54,8
59666,2017/02/18 03:00:00+00,IR,Irajá,MP10,Boa,27,5
59667,2017/02/18 03:00:00+00,BG,Bangu,O3,Má,203,2
59668,2017/02/18 03:00:00+00,CG,Campo Grande,O3,Regular,96,4
59669,2017/02/18 03:00:00+00,PG,Pedra de Guaratiba,O3,Regular,74,6
59670,2017/02/18 03:00:00+00,,Unidade Móvel Bangu-Guarda Municipal,O3,Regular,84,
59671,2017/02/19 03:00:00+00,CA,Centro,O3,Boa,42,3
59672,2017/02/19 03:00:00+00,AV,Copacabana,MP10,Regular,52,1
59673,2017/02/19 03:00:00+00,SC,São Cristóvão,O3,Regular,71,7
59674,2017/02/19 03:00:00+00,SP,Tijuca,O3,Regular,51,8
59675,2017/02/19 03:00:00+00,IR,Irajá,MP10,Boa,32,5
59676,2017/02/19 03:00:00+00,BG,Bangu,O3,Má,201,2
59677,2017/02/19 03:00:00+00,CG,Campo Grande,O3,Inadequada,103,4
59678,2017/02/19 03:00:00+00,PG,Pedra de Guaratiba,O3,Regular,82,6
59679,2017/02/19 03:00:00+00,,Unidade Móvel Bangu-Guarda Municipal,O3,Regular,79,
59680,2017/02/20 03:00:00+00,CA,Centro,O3,Boa,28,3
59681,2017/02/20 03:00:00+00,AV,Copacabana,MP10,Regular,52,1
59682,2017/02/20 03:00:00+00,SC,São Cristóvão,O3,Regular,55,7
59683,2017/02/20 03:00:00+00,SP,Tijuca,NO2,Boa,38,8
59684,2017/02/20 03:00:00+00,IR,Irajá,MP10,Boa,39,5
59685,2017/02/20 03:00:00+00,BG,Bangu,O3,Inadequada,179,2
59686,2017/02/20 03:00:00+00,CG,Campo Grande,O3,Inadequada,115,4
59687,2017/02/20 03:00:00+00,PG,Pedra de Guaratiba,O3,Regular,72,6
59688,2017/02/20 03:00:00+00,,Unidade Móvel Bangu-Guarda Municipal,O3,Regular,77,
59689,2017/02/21 03:00:00+00,CA,Centro,O3,Boa,19,3
59690,2017/02/21 03:00:00+00,AV,Copacabana,MP10,Boa,46,1
59691,2017/02/21 03:00:00+00,SC,São Cristóvão,O3,Boa,32,7
59692,2017/02/21 03:00:00+00,SP,Tijuca,NO2,Boa,29,8
59693,2017/02/21 03:00:00+00,IR,Irajá,MP10,Boa,20,5
59694,2017/02/21 03:00:00+00,BG,Bangu,O3,Inadequada,105,2
59695,2017/02/21 03:00:00+00,CG,Campo Grande,O3,Regular,77,4
59696,2017/02/21 03:00:00+00,PG,Pedra de Guaratiba,O3,Boa,45,6
59697,2017/02/21 03:00:00+00,,Unidade Móvel Bangu-Guarda Municipal,O3,Regular,61,
59698,2017/02/22 03:00:00+00,CA,Centro,O3,Boa,19,3
59699,2017/02/22 03:00:00+00,AV,Copacabana,MP10,Boa,50,1
59700,2017/02/22 03:00:00+00,SC,São Cristóvão,O3,Boa,35,7
59701,2017/02/22 03:00:00+00,SP,Tijuca,O3,Boa,32,8
59702,2017/02/22 03:00:00+00,IR,Irajá,NO2,Boa,23,5
59703,2017/02/22 03:00:00+00,BG,Bangu,O3,Regular,61,2
59704,2017/02/22 03:00:00+00,CG,Campo Grande,O3,Boa,47,4
59705,2017/02/22 03:00:00+00,PG,Pedra de Guaratiba,O3,Regular,56,6
59706,2017/02/22 03:00:00+00,,Unidade Móvel Bangu-Guarda Municipal,MP10,Regular,57,
59707,2017/02/23 03:00:00+00,CA,Centro,O3,Boa,50,3
59708,2017/02/23 03:00:00+00,AV,Copacabana,MP10,Boa,48,1
59709,2017/02/23 03:00:00+00,SC,São Cristóvão,O3,Regular,83,7
59710,2017/02/23 03:00:00+00,SP,Tijuca,O3,Regular,82,8
59711,2017/02/23 03:00:00+00,IR,Irajá,,Indisponível,,5
59712,2017/02/23 03:00:00+00,BG,Bangu,O3,Regular,70,2
59713,2017/02/23 03:00:00+00,CG,Campo Grande,O3,Boa,50,4
59714,2017/02/23 03:00:00+00,PG,Pedra de Guaratiba,O3,Regular,64,6
59715,2017/02/23 03:00:00+00,,Unidade Móvel Bangu-Guarda Municipal,MP10,Regular,58,
59716,2017/02/24 03:00:00+00,CA,Centro,MP10,Boa,41,3
59717,2017/02/24 03:00:00+00,AV,Copacabana,MP10,Regular,57,1
59718,2017/02/24 03:00:00+00,SC,São Cristóvão,O3,Regular,75,7
59719,2017/02/24 03:00:00+00,SP,Tijuca,O3,Regular,67,8
59720,2017/02/24 03:00:00+00,IR,Irajá,MP10,Boa,41,5
59721,2017/02/24 03:00:00+00,BG,Bangu,O3,Inadequada,149,2
59722,2017/02/24 03:00:00+00,CG,Campo Grande,O3,Regular,82,4
59723,2017/02/24 03:00:00+00,PG,Pedra de Guaratiba,O3,Regular,72,6
59724,2017/02/24 03:00:00+00,,Unidade Móvel Bangu-Guarda Municipal,O3,Regular,70,
59725,2017/02/25 03:00:00+00,CA,Centro,O3,Regular,61,3
59726,2017/02/25 03:00:00+00,AV,Copacabana,MP10,Boa,47,1
59727,2017/02/25 03:00:00+00,SC,São Cristóvão,O3,Regular,65,7
59728,2017/02/25 03:00:00+00,SP,Tijuca,O3,Regular,59,8
59729,2017/02/25 03:00:00+00,IR,Irajá,NO2,Boa,33,5
59730,2017/02/25 03:00:00+00,BG,Bangu,O3,Regular,100,2
59731,2017/02/25 03:00:00+00,CG,Campo Grande,O3,Regular,53,4
59732,2017/02/25 03:00:00+00,PG,Pedra de Guaratiba,O3,Boa,48,6
59733,2017/02/25 03:00:00+00,,Unidade Móvel Bangu-Guarda Municipal,MP10,Regular,56,
59734,2017/02/26 03:00:00+00,CA,Centro,MP10,Boa,48,3
59735,2017/02/26 03:00:00+00,AV,Copacabana,MP10,Regular,58,1
59736,2017/02/26 03:00:00+00,SC,São Cristóvão,MP10,Boa,45,7
59737,2017/02/26 03:00:00+00,SP,Tijuca,NO2,Regular,56,8
59738,2017/02/26 03:00:00+00,IR,Irajá,NO2,Regular,52,5
59739,2017/02/26 03:00:00+00,BG,Bangu,O3,Regular,68,2
59740,2017/02/26 03:00:00+00,CG,Campo Grande,O3,Boa,43,4
59741,2017/02/26 03:00:00+00,PG,Pedra de Guaratiba,O3,Boa,41,6
59742,2017/02/26 03:00:00+00,,Unidade Móvel Bangu-Guarda Municipal,MP10,Regular,62,
59743,2017/02/27 03:00:00+00,CA,Centro,O3,Regular,66,3
59744,2017/02/27 03:00:00+00,AV,Copacabana,MP10,Regular,59,1
59745,2017/02/27 03:00:00+00,SC,São Cristóvão,O3,Regular,74,7
59746,2017/02/27 03:00:00+00,SP,Tijuca,NO2,Regular,64,8
59747,2017/02/27 03:00:00+00,IR,Irajá,NO2,Boa,32,5
59748,2017/02/27 03:00:00+00,BG,Bangu,O3,Regular,79,2
59749,2017/02/27 03:00:00+00,CG,Campo Grande,O3,Regular,59,4
59750,2017/02/27 03:00:00+00,PG,Pedra de Guaratiba,O3,Regular,57,6
59751,2017/02/27 03:00:00+00,,Unidade Móvel Bangu-Guarda Municipal,O3,Regular,58,
59752,2017/02/28 03:00:00+00,CA,Centro,O3,Regular,72,3
59753,2017/02/28 03:00:00+00,AV,Copacabana,O3,Regular,57,1
59754,2017/02/28 03:00:00+00,SC,São Cristóvão,O3,Regular,76,7
59755,2017/02/28 03:00:00+00,SP,Tijuca,O3,Regular,66,8
59756,2017/02/28 03:00:00+00,IR,Irajá,NO2,Boa,40,5
59757,2017/02/28 03:00:00+00,BG,Bangu,O3,Regular,80,2
59758,2017/02/28 03:00:00+00,CG,Campo Grande,O3,Regular,70,4
59759,2017/02/28 03:00:00+00,PG,Pedra de Guaratiba,O3,Regular,82,6
59760,2017/02/28 03:00:00+00,,Unidade Móvel Bangu-Guarda Municipal,O3,Regular,53,
59761,2017/03/01 03:00:00+00,CA,Centro,O3,Regular,66,3
59762,2017/03/01 03:00:00+00,AV,Copacabana,O3,Regular,84,1
59763,2017/03/01 03:00:00+00,SC,São Cristóvão,O3,Regular,67,7
59764,2017/03/01 03:00:00+00,SP,Tijuca,O3,Regular,55,8
59765,2017/03/01 03:00:00+00,IR,Irajá,NO2,Boa,30,5
59766,2017/03/01 03:00:00+00,BG,Bangu,O3,Regular,83,2
59767,2017/03/01 03:00:00+00,CG,Campo Grande,O3,Regular,69,4
59768,2017/03/01 03:00:00+00,PG,Pedra de Guaratiba,O3,Regular,80,6
59769,2017/03/01 03:00:00+00,,Unidade Móvel Bangu-Guarda Municipal,O3,Regular,54,
59770,2017/03/02 03:00:00+00,CA,Centro,O3,Boa,46,3
59771,2017/03/02 03:00:00+00,AV,Copacabana,MP10,Regular,51,1
59772,2017/03/02 03:00:00+00,SC,São Cristóvão,O3,Regular,62,7
59773,2017/03/02 03:00:00+00,SP,Tijuca,,Indisponível,,8
59774,2017/03/02 03:00:00+00,IR,Irajá,NO2,Regular,51,5
59775,2017/03/02 03:00:00+00,BG,Bangu,O3,Regular,74,2
59776,2017/03/02 03:00:00+00,CG,Campo Grande,O3,Regular,60,4
59777,2017/03/02 03:00:00+00,PG,Pedra de Guaratiba,O3,Regular,92,6
59778,2017/03/02 03:00:00+00,,Unidade Móvel Bangu-Guarda Municipal,MP10,Regular,57,
59779,2017/03/03 03:00:00+00,CA,Centro,O3,Regular,59,3
59780,2017/03/03 03:00:00+00,AV,Copacabana,MP10,Boa,44,1
59781,2017/03/03 03:00:00+00,SC,São Cristóvão,O3,Regular,64,7
59782,2017/03/03 03:00:00+00,SP,Tijuca,NO2,Boa,50,8
59783,2017/03/03 03:00:00+00,IR,Irajá,NO2,Boa,34,5
59784,2017/03/03 03:00:00+00,BG,Bangu,,Indisponível,,2
59785,2017/03/03 03:00:00+00,CG,Campo Grande,O3,Regular,61,4
59786,2017/03/03 03:00:00+00,PG,Pedra de Guaratiba,O3,Regular,83,6
59787,2017/03/03 03:00:00+00,,Unidade Móvel Bangu-Guarda Municipal,O3,Regular,69,
59788,2017/03/04 03:00:00+00,CA,Centro,O3,Regular,76,3
59789,2017/03/04 03:00:00+00,AV,Copacabana,MP10,Boa,45,1
59790,2017/03/04 03:00:00+00,SC,São Cristóvão,O3,Regular,54,7
59791,2017/03/04 03:00:00+00,SP,Tijuca,O3,Regular,81,8
59792,2017/03/04 03:00:00+00,IR,Irajá,NO2,Boa,37,5
59793,2017/03/04 03:00:00+00,BG,Bangu,O3,Regular,96,2
59794,2017/03/04 03:00:00+00,CG,Campo Grande,O3,Regular,82,4
59795,2017/03/04 03:00:00+00,PG,Pedra de Guaratiba,,Indisponível,,6
59796,2017/03/04 03:00:00+00,,Unidade Móvel Bangu-Guarda Municipal,O3,Regular,57,
59797,2017/03/05 03:00:00+00,CA,Centro,O3,Regular,70,3
59798,2017/03/05 03:00:00+00,AV,Copacabana,MP10,Regular,54,1
59799,2017/03/05 03:00:00+00,SC,São Cristóvão,O3,Regular,80,7
59800,2017/03/05 03:00:00+00,SP,Tijuca,O3,Regular,85,8
59801,2017/03/05 03:00:00+00,IR,Irajá,NO2,Boa,41,5
59802,2017/03/05 03:00:00+00,BG,Bangu,O3,Regular,65,2
59803,2017/03/05 03:00:00+00,CG,Campo Grande,O3,Regular,58,4
59804,2017/03/05 03:00:00+00,PG,Pedra de Guaratiba,O3,Regular,79,6
59805,2017/03/05 03:00:00+00,,Unidade Móvel Bangu-Guarda Municipal,MP10,Regular,51,
59806,2017/03/06 03:00:00+00,CA,Centro,O3,Boa,33,3
59807,2017/03/06 03:00:00+00,AV,Copacabana,MP10,Boa,43,1
59808,2017/03/06 03:00:00+00,SC,São Cristóvão,O3,Boa,33,7
59809,2017/03/06 03:00:00+00,SP,Tijuca,NO2,Boa,49,8
59810,2017/03/06 03:00:00+00,IR,Irajá,NO2,Boa,27,5
59811,2017/03/06 03:00:00+00,BG,Bangu,O3,Boa,47,2
59812,2017/03/06 03:00:00+00,CG,Campo Grande,O3,Boa,41,4
59813,2017/03/06 03:00:00+00,PG,Pedra de Guaratiba,O3,Boa,46,6
59814,2017/03/06 03:00:00+00,,Unidade Móvel Bangu-Guarda Municipal,MP10,Boa,45,
59815,2017/03/07 03:00:00+00,CA,Centro,MP10,Boa,25,3
59816,2017/03/07 03:00:00+00,AV,Copacabana,MP10,Boa,38,1
59817,2017/03/07 03:00:00+00,SC,São Cristóvão,O3,Boa,27,7
59818,2017/03/07 03:00:00+00,SP,Tijuca,NO2,Regular,53,8
59819,2017/03/07 03:00:00+00,IR,Irajá,NO2,Boa,37,5
59820,2017/03/07 03:00:00+00,BG,Bangu,O3,Regular,63,2
59821,2017/03/07 03:00:00+00,CG,Campo Grande,O3,Regular,56,4
59822,2017/03/07 03:00:00+00,PG,Pedra de Guaratiba,O3,Boa,42,6
59823,2017/03/07 03:00:00+00,,Unidade Móvel Bangu-Guarda Municipal,MP10,Regular,51,
59824,2017/03/08 03:00:00+00,CA,Centro,O3,Boa,20,3
59825,2017/03/08 03:00:00+00,AV,Copacabana,MP10,Boa,37,1
59826,2017/03/08 03:00:00+00,SC,São Cristóvão,O3,Boa,19,7
59827,2017/03/08 03:00:00+00,SP,Tijuca,NO2,Boa,28,8
59828,2017/03/08 03:00:00+00,IR,Irajá,NO2,Boa,40,5
59829,2017/03/08 03:00:00+00,BG,Bangu,O3,Boa,36,2
59830,2017/03/08 03:00:00+00,CG,Campo Grande,O3,Boa,28,4
59831,2017/03/08 03:00:00+00,PG,Pedra de Guaratiba,,Indisponível,,6
59832,2017/03/08 03:00:00+00,,Unidade Móvel Bangu-Guarda Municipal,MP10,Boa,42,
59833,2017/03/09 03:00:00+00,CA,Centro,O3,Boa,27,3
59834,2017/03/09 03:00:00+00,AV,Copacabana,MP10,Boa,44,1
59835,2017/03/09 03:00:00+00,SC,São Cristóvão,O3,Boa,32,7
59836,2017/03/09 03:00:00+00,SP,Tijuca,O3,Boa,35,8
59837,2017/03/09 03:00:00+00,IR,Irajá,NO2,Boa,17,5
59838,2017/03/09 03:00:00+00,BG,Bangu,O3,Regular,76,2
59839,2017/03/09 03:00:00+00,CG,Campo Grande,O3,Regular,63,4
59840,2017/03/09 03:00:00+00,PG,Pedra de Guaratiba,O3,Regular,57,6
59841,2017/03/09 03:00:00+00,,Unidade Móvel Bangu-Guarda Municipal,MP10,Regular,52,
59842,2017/03/10 03:00:00+00,CA,Centro,O3,Boa,46,3
59843,2017/03/10 03:00:00+00,AV,Copacabana,MP10,Boa,40,1
59844,2017/03/10 03:00:00+00,SC,São Cristóvão,O3,Boa,46,7
59845,2017/03/10 03:00:00+00,SP,Tijuca,O3,Regular,61,8
59846,2017/03/10 03:00:00+00,IR,Irajá,O3,Regular,70,5
59847,2017/03/10 03:00:00+00,BG,Bangu,O3,Regular,87,2
59848,2017/03/10 03:00:00+00,CG,Campo Grande,O3,Regular,61,4
59849,2017/03/10 03:00:00+00,PG,Pedra de Guaratiba,O3,Boa,47,6
59850,2017/03/10 03:00:00+00,,Unidade Móvel Bangu-Guarda Municipal,O3,Regular,55,
59851,2017/03/11 03:00:00+00,CA,Centro,MP10,Boa,43,3
59852,2017/03/11 03:00:00+00,AV,Copacabana,MP10,Regular,61,1
59853,2017/03/11 03:00:00+00,SC,São Cristóvão,O3,Regular,78,7
59854,2017/03/11 03:00:00+00,SP,Tijuca,O3,Regular,59,8
59855,2017/03/11 03:00:00+00,IR,Irajá,NO2,Regular,52,5
59856,2017/03/11 03:00:00+00,BG,Bangu,O3,Regular,69,2
59857,2017/03/11 03:00:00+00,CG,Campo Grande,O3,Regular,52,4
59858,2017/03/11 03:00:00+00,PG,Pedra de Guaratiba,O3,Regular,60,6
59859,2017/03/11 03:00:00+00,,Unidade Móvel Bangu-Guarda Municipal,MP10,Regular,55,
59860,2017/03/12 03:00:00+00,CA,Centro,O3,Boa,48,3
59861,2017/03/12 03:00:00+00,AV,Copacabana,MP10,Boa,48,1
59862,2017/03/12 03:00:00+00,SC,São Cristóvão,O3,Regular,67,7
59863,2017/03/12 03:00:00+00,SP,Tijuca,O3,Regular,67,8
59864,2017/03/12 03:00:00+00,IR,Irajá,O3,Regular,63,5
59865,2017/03/12 03:00:00+00,BG,Bangu,O3,Regular,79,2
59866,2017/03/12 03:00:00+00,CG,Campo Grande,O3,Boa,49,4
59867,2017/03/12 03:00:00+00,PG,Pedra de Guaratiba,O3,Boa,45,6
59868,2017/03/12 03:00:00+00,,Unidade Móvel Bangu-Guarda Municipal,MP10,Regular,59,
59869,2017/03/13 03:00:00+00,CA,Centro,MP10,Boa,31,3
59870,2017/03/13 03:00:00+00,AV,Copacabana,MP10,Boa,50,1
59871,2017/03/13 03:00:00+00,SC,São Cristóvão,O3,Regular,59,7
59872,2017/03/13 03:00:00+00,SP,Tijuca,O3,Regular,62,8
59873,2017/03/13 03:00:00+00,IR,Irajá,O3,Regular,51,5
59874,2017/03/13 03:00:00+00,BG,Bangu,O3,Regular,82,2
59875,2017/03/13 03:00:00+00,CG,Campo Grande,O3,Regular,60,4
59876,2017/03/13 03:00:00+00,PG,Pedra de Guaratiba,O3,Regular,78,6
59877,2017/03/13 03:00:00+00,,Unidade Móvel Bangu-Guarda Municipal,MP10,Regular,56,
59878,2017/03/14 03:00:00+00,CA,Centro,O3,Boa,29,3
59879,2017/03/14 03:00:00+00,AV,Copacabana,MP10,Boa,39,1
59880,2017/03/14 03:00:00+00,SC,São Cristóvão,O3,Boa,33,7
59881,2017/03/14 03:00:00+00,SP,Tijuca,NO2,Boa,34,8
59882,2017/03/14 03:00:00+00,IR,Irajá,O3,Boa,35,5
59883,2017/03/14 03:00:00+00,BG,Bangu,O3,Boa,47,2
59884,2017/03/14 03:00:00+00,CG,Campo Grande,O3,Boa,41,4
59885,2017/03/14 03:00:00+00,PG,Pedra de Guaratiba,MP10,Boa,21,6
59886,2017/03/14 03:00:00+00,,Unidade Móvel Bangu-Guarda Municipal,MP10,Boa,43,
59887,2017/03/15 03:00:00+00,CA,Centro,MP10,Boa,36,3
59888,2017/03/15 03:00:00+00,AV,Copacabana,MP10,Regular,54,1
59889,2017/03/15 03:00:00+00,SC,São Cristóvão,O3,Boa,38,7
59890,2017/03/15 03:00:00+00,SP,Tijuca,NO2,Boa,44,8
59891,2017/03/15 03:00:00+00,IR,Irajá,O3,Regular,52,5
59892,2017/03/15 03:00:00+00,BG,Bangu,O3,Regular,96,2
59893,2017/03/15 03:00:00+00,CG,Campo Grande,O3,Regular,80,4
59894,2017/03/15 03:00:00+00,PG,Pedra de Guaratiba,,Indisponível,,6
59895,2017/03/15 03:00:00+00,,Unidade Móvel Bangu-Guarda Municipal,O3,Regular,60,
59896,2017/03/16 03:00:00+00,CA,Centro,O3,Boa,26,3
59897,2017/03/16 03:00:00+00,AV,Copacabana,MP10,Boa,40,1
59898,2017/03/16 03:00:00+00,SC,São Cristóvão,O3,Boa,32,7
59899,2017/03/16 03:00:00+00,SP,Tijuca,O3,Boa,32,8
59900,2017/03/16 03:00:00+00,IR,Irajá,O3,Boa,49,5
59901,2017/03/16 03:00:00+00,BG,Bangu,O3,Regular,84,2
59902,2017/03/16 03:00:00+00,CG,Campo Grande,O3,Regular,55,4
59903,2017/03/16 03:00:00+00,PG,Pedra de Guaratiba,O3,Regular,61,6
59904,2017/03/16 03:00:00+00,,Unidade Móvel Bangu-Guarda Municipal,O3,Regular,58,
59905,2017/03/17 03:00:00+00,CA,Centro,O3,Regular,56,3
59906,2017/03/17 03:00:00+00,AV,Copacabana,MP10,Regular,54,1
59907,2017/03/17 03:00:00+00,SC,São Cristóvão,O3,Regular,55,7
59908,2017/03/17 03:00:00+00,SP,Tijuca,O3,Boa,48,8
59909,2017/03/17 03:00:00+00,IR,Irajá,O3,Boa,47,5
59910,2017/03/17 03:00:00+00,BG,Bangu,O3,Regular,93,2
59911,2017/03/17 03:00:00+00,CG,Campo Grande,O3,Regular,54,4
59912,2017/03/17 03:00:00+00,PG,Pedra de Guaratiba,O3,Regular,60,6
59913,2017/03/17 03:00:00+00,,Unidade Móvel Bangu-Guarda Municipal,O3,Regular,62,
59914,2017/03/18 03:00:00+00,CA,Centro,O3,Boa,32,3
59915,2017/03/18 03:00:00+00,AV,Copacabana,MP10,Boa,42,1
59916,2017/03/18 03:00:00+00,SC,São Cristóvão,O3,Boa,46,7
59917,2017/03/18 03:00:00+00,SP,Tijuca,O3,Boa,43,8
