objectid,data,estação,estacao_nome,poluente,classificação,iqar,codnum
76549,2022/12/22 03:00:00+00,CG,Campo Grande,MP10,Boa,14,4
76550,2022/12/22 03:00:00+00,PG,Pedra de Guaratiba,MP10,Boa,18,6
76551,2022/12/23 03:00:00+00,CA,Centro,MP10,Boa,27,3
76552,2022/12/23 03:00:00+00,AV,Copacabana,MP10,Boa,25,1
76553,,SC,São Cristóvão,,Indisponível,,7
76554,2022/12/23 03:00:00+00,SP,Tijuca,MP10,Boa,16,8
76555,2022/12/23 03:00:00+00,IR,Irajá,O3,Boa,16,5
76556,2022/12/23 03:00:00+00,BG,Bangu,MP10,Boa,22,2
76557,2022/12/23 03:00:00+00,CG,Campo Grande,MP10,Boa,24,4
76558,2022/12/23 03:00:00+00,PG,Pedra de Guaratiba,MP10,Boa,22,6
76559,2022/12/24 03:00:00+00,CA,Centro,MP10,Boa,22,3
76560,2022/12/24 03:00:00+00,AV,Copacabana,MP10,Boa,21,1
76561,,SC,São Cristóvão,,Indisponível,,7
76562,2022/12/24 03:00:00+00,SP,Tijuca,MP10,Boa,14,8
76563,2022/12/24 03:00:00+00,IR,Irajá,O3,Boa,21,5
76564,2022/12/24 03:00:00+00,BG,Bangu,O3,Boa,22,2
76565,2022/12/24 03:00:00+00,CG,Campo Grande,O3,Boa,20,4
76566,2022/12/24 03:00:00+00,PG,Pedra de Guaratiba,MP10,Boa,24,6
76567,2022/12/25 03:00:00+00,CA,Centro,O3,Boa,21,3
76568,2022/12/25 03:00:00+00,AV,Copacabana,MP10,Boa,34,1
76569,,SC,São Cristóvão,,Indisponível,,7
76570,2022/12/25 03:00:00+00,SP,Tijuca,O3,Boa,20,8
76571,2022/12/25 03:00:00+00,IR,Irajá,O3,Boa,30,5
76572,2022/12/25 03:00:00+00,BG,Bangu,O3,Boa,33,2
76573,2022/12/25 03:00:00+00,CG,Campo Grande,O3,Boa,34,4
76574,2022/12/25 03:00:00+00,PG,Pedra de Guaratiba,MP10,Boa,26,6
76575,2022/12/26 03:00:00+00,CA,Centro,MP10,Boa,22,3
76576,2022/12/26 03:00:00+00,AV,Copacabana,MP10,Boa,39,1
76577,,SC,São Cristóvão,,Indisponível,,7
76578,2022/12/26 03:00:00+00,SP,Tijuca,NO2,Boa,12,8
76579,2022/12/26 03:00:00+00,IR,Irajá,O3,Boa,18,5
76580,2022/12/26 03:00:00+00,BG,Bangu,MP10,Boa,16,2
76581,2022/12/26 03:00:00+00,CG,Campo Grande,MP10,Boa,18,4
76582,2022/12/26 03:00:00+00,PG,Pedra de Guaratiba,MP10,Boa,21,6
76583,2022/12/27 03:00:00+00,CA,Centro,O3,Boa,25,3
76584,2022/12/27 03:00:00+00,AV,Copacabana,MP10,Boa,22,1
76585,,SC,São Cristóvão,,Indisponível,,7
76586,2022/12/27 03:00:00+00,SP,Tijuca,O3,Boa,23,8
76587,2022/12/27 03:00:00+00,IR,Irajá,O3,Boa,26,5
76588,2022/12/27 03:00:00+00,BG,Bangu,O3,Boa,26,2
76589,2022/12/27 03:00:00+00,CG,Campo Grande,O3,Boa,25,4
76590,2022/12/27 03:00:00+00,PG,Pedra de Guaratiba,O3,Boa,30,6
76591,2022/12/28 03:00:00+00,CA,Centro,MP10,Boa,30,3
76592,2022/12/28 03:00:00+00,AV,Copacabana,MP10,Boa,27,1
76593,,SC,São Cristóvão,,Indisponível,,7
76594,2022/12/28 03:00:00+00,SP,Tijuca,O3,Boa,20,8
76595,2022/12/28 03:00:00+00,IR,Irajá,MP10,Boa,18,5
76596,2022/12/28 03:00:00+00,BG,Bangu,O3,Boa,22,2
76597,2022/12/28 03:00:00+00,CG,Campo Grande,MP10,Boa,18,4
76598,2022/12/28 03:00:00+00,PG,Pedra de Guaratiba,O3,Boa,19,6
76599,2022/12/29 03:00:00+00,CA,Centro,MP10,Boa,23,3
76600,2022/12/29 03:00:00+00,AV,Copacabana,MP10,Boa,17,1
76601,,SC,São Cristóvão,,Indisponível,,7
76602,2022/12/29 03:00:00+00,SP,Tijuca,O3,Boa,18,8
76603,2022/12/29 03:00:00+00,IR,Irajá,O3,Boa,24,5
76604,2022/12/29 03:00:00+00,BG,Bangu,O3,Boa,22,2
76605,2022/12/29 03:00:00+00,CG,Campo Grande,O3,Boa,22,4
76606,2022/12/29 03:00:00+00,PG,Pedra de Guaratiba,O3,Boa,24,6
76607,2022/12/30 03:00:00+00,CA,Centro,MP10,Boa,20,3
76608,2022/12/30 03:00:00+00,AV,Copacabana,MP10,Boa,12,1
76609,,SC,São Cristóvão,,Indisponível,,7
76610,2022/12/30 03:00:00+00,SP,Tijuca,O3,Boa,14,8
76611,2022/12/30 03:00:00+00,IR,Irajá,O3,Boa,18,5
76612,2022/12/30 03:00:00+00,BG,Bangu,O3,Boa,19,2
76613,2022/12/30 03:00:00+00,CG,Campo Grande,O3,Boa,18,4
76614,2022/12/30 03:00:00+00,PG,Pedra de Guaratiba,O3,Boa,23,6
76615,2022/12/31 03:00:00+00,CA,Centro,O3,Boa,24,3
76616,2022/12/31 03:00:00+00,AV,Copacabana,O3,Boa,21,1
76617,,SC,São Cristóvão,,Indisponível,,7
76618,2022/12/31 03:00:00+00,SP,Tijuca,O3,Boa,23,8
76619,2022/12/31 03:00:00+00,IR,Irajá,O3,Moderada,54,5
76620,2022/12/31 03:00:00+00,BG,Bangu,O3,Moderada,64,2
76621,2022/12/31 03:00:00+00,CG,Campo Grande,O3,Moderada,42,4
76622,2022/12/31 03:00:00+00,PG,Pedra de Guaratiba,O3,Boa,30,6
76623,2023/01/01 03:00:00+00,CA,Centro,MP10,Boa,26,3
76624,2023/01/01 03:00:00+00,AV,Copacabana,MP10,Boa,35,1
76625,,SC,São Cristóvão,,Indisponível,,7
76626,2023/01/01 03:00:00+00,SP,Tijuca,O3,Boa,23,8
76627,2023/01/01 03:00:00+00,IR,Irajá,O3,Moderada,54,5
76628,2023/01/01 03:00:00+00,BG,Bangu,MP10,Moderada,46,2
76629,2023/01/01 03:00:00+00,CG,Campo Grande,O3,Boa,40,4
76630,2023/01/01 03:00:00+00,PG,Pedra de Guaratiba,MP10,Boa,38,6
76631,2023/01/02 03:00:00+00,CA,Centro,MP10,Boa,27,3
76632,2023/01/02 03:00:00+00,AV,Copacabana,MP10,Boa,19,1
76633,,SC,São Cristóvão,,Indisponível,,7
76634,2023/01/02 03:00:00+00,SP,Tijuca,O3,Boa,24,8
76635,2023/01/02 03:00:00+00,IR,Irajá,O3,Boa,36,5
76636,2023/01/02 03:00:00+00,BG,Bangu,O3,Boa,34,2
76637,2023/01/02 03:00:00+00,CG,Campo Grande,O3,Boa,29,4
76638,2023/01/02 03:00:00+00,PG,Pedra de Guaratiba,O3,Boa,37,6
76639,2023/01/03 03:00:00+00,CA,Centro,MP10,Boa,23,3
76640,2023/01/03 03:00:00+00,AV,Copacabana,O3,Boa,18,1
76641,,SC,São Cristóvão,,Indisponível,,7
76642,2023/01/03 03:00:00+00,SP,Tijuca,O3,Boa,20,8
76643,2023/01/03 03:00:00+00,IR,Irajá,O3,Boa,24,5
76644,2023/01/03 03:00:00+00,BG,Bangu,O3,Boa,23,2
76645,2023/01/03 03:00:00+00,CG,Campo Grande,O3,Boa,20,4
76646,2023/01/03 03:00:00+00,PG,Pedra de Guaratiba,O3,Boa,28,6
76647,2023/01/04 03:00:00+00,CA,Centro,MP10,Boa,25,3
76648,2023/01/04 03:00:00+00,AV,Copacabana,O3,Boa,14,1
76649,2023/01/04 03:00:00+00,SC,São Cristóvão,O3,Boa,12,7
76650,2023/01/04 03:00:00+00,SP,Tijuca,O3,Boa,19,8
76651,2023/01/04 03:00:00+00,IR,Irajá,O3,Boa,23,5
76652,2023/01/04 03:00:00+00,BG,Bangu,O3,Boa,24,2
76653,2023/01/04 03:00:00+00,CG,Campo Grande,O3,Boa,21,4
76654,2023/01/04 03:00:00+00,PG,Pedra de Guaratiba,O3,Boa,22,6
76655,2023/01/05 03:00:00+00,CA,Centro,O3,Boa,10,3
76656,2023/01/05 03:00:00+00,AV,Copacabana,O3,Boa,14,1
76657,2023/01/05 03:00:00+00,SC,São Cristóvão,O3,Boa,11,7
76658,2023/01/05 03:00:00+00,SP,Tijuca,O3,Boa,16,8
76659,2023/01/05 03:00:00+00,IR,Irajá,O3,Boa,19,5
76660,2023/01/05 03:00:00+00,BG,Bangu,O3,Boa,24,2
76661,2023/01/05 03:00:00+00,CG,Campo Grande,O3,Boa,20,4
76662,2023/01/05 03:00:00+00,PG,Pedra de Guaratiba,O3,Boa,25,6
76663,2023/01/06 03:00:00+00,CA,Centro,O3,Boa,10,3
76664,2023/01/06 03:00:00+00,AV,Copacabana,O3,Boa,13,1
76665,2023/01/06 03:00:00+00,SC,São Cristóvão,O3,Boa,10,7
76666,2023/01/06 03:00:00+00,SP,Tijuca,O3,Boa,12,8
76667,2023/01/06 03:00:00+00,IR,Irajá,O3,Boa,16,5
76668,2023/01/06 03:00:00+00,BG,Bangu,O3,Boa,25,2
76669,2023/01/06 03:00:00+00,CG,Campo Grande,O3,Boa,20,4
76670,2023/01/06 03:00:00+00,PG,Pedra de Guaratiba,O3,Boa,26,6
76671,2023/01/07 03:00:00+00,CA,Centro,O3,Boa,4,3
76672,2023/01/07 03:00:00+00,AV,Copacabana,MP10,Boa,13,1
76673,2023/01/07 03:00:00+00,SC,São Cristóvão,MP10,Boa,12,7
76674,2023/01/07 03:00:00+00,SP,Tijuca,MP10,Boa,9,8
76675,2023/01/07 03:00:00+00,IR,Irajá,MP10,Boa,11,5
76676,2023/01/07 03:00:00+00,BG,Bangu,O3,Boa,14,2
76677,2023/01/07 03:00:00+00,CG,Campo Grande,O3,Boa,10,4
76678,2023/01/07 03:00:00+00,PG,Pedra de Guaratiba,O3,Boa,18,6
76679,2023/01/08 03:00:00+00,CA,Centro,O3,Boa,10,3
76680,2023/01/08 03:00:00+00,AV,Copacabana,MP10,Boa,19,1
76681,2023/01/08 03:00:00+00,SC,São Cristóvão,MP10,Boa,19,7
76682,2023/01/08 03:00:00+00,SP,Tijuca,MP10,Boa,14,8
76683,2023/01/08 03:00:00+00,IR,Irajá,O3,Boa,17,5
76684,2023/01/08 03:00:00+00,BG,Bangu,O3,Boa,16,2
76685,2023/01/08 03:00:00+00,CG,Campo Grande,O3,Boa,14,4
76686,2023/01/08 03:00:00+00,PG,Pedra de Guaratiba,O3,Boa,18,6
76687,2023/01/09 03:00:00+00,CA,Centro,O3,Boa,18,3
76688,2023/01/09 03:00:00+00,AV,Copacabana,MP10,Boa,18,1
76689,2023/01/09 03:00:00+00,SC,São Cristóvão,O3,Boa,17,7
76690,2023/01/09 03:00:00+00,SP,Tijuca,NO2,Boa,16,8
76691,2023/01/09 03:00:00+00,IR,Irajá,NO2,Boa,12,5
76692,2023/01/09 03:00:00+00,BG,Bangu,MP10,Boa,13,2
76693,2023/01/09 03:00:00+00,CG,Campo Grande,MP10,Boa,7,4
76694,2023/01/09 03:00:00+00,PG,Pedra de Guaratiba,O3,Boa,16,6
76695,2023/01/10 03:00:00+00,CA,Centro,O3,Boa,17,3
76696,2023/01/10 03:00:00+00,AV,Copacabana,MP10,Boa,18,1
76697,2023/01/10 03:00:00+00,SC,São Cristóvão,MP10,Boa,22,7
76698,2023/01/10 03:00:00+00,SP,Tijuca,O3,Boa,18,8
76699,2023/01/10 03:00:00+00,IR,Irajá,O3,Boa,37,5
76700,2023/01/10 03:00:00+00,BG,Bangu,O3,Boa,34,2
76701,2023/01/10 03:00:00+00,CG,Campo Grande,O3,Boa,34,4
76702,2023/01/10 03:00:00+00,PG,Pedra de Guaratiba,O3,Boa,28,6
76703,2023/01/11 03:00:00+00,CA,Centro,O3,Boa,21,3
76704,2023/01/11 03:00:00+00,AV,Copacabana,MP10,Boa,21,1
76705,2023/01/11 03:00:00+00,SC,São Cristóvão,MP10,Boa,30,7
76706,2023/01/11 03:00:00+00,SP,Tijuca,MP10,Boa,23,8
76707,2023/01/11 03:00:00+00,IR,Irajá,O3,Boa,31,5
76708,2023/01/11 03:00:00+00,BG,Bangu,O3,Boa,30,2
76709,2023/01/11 03:00:00+00,CG,Campo Grande,O3,Boa,26,4
76710,2023/01/11 03:00:00+00,PG,Pedra de Guaratiba,O3,Boa,28,6
76711,2023/01/12 03:00:00+00,CA,Centro,O3,Boa,21,3
76712,2023/01/12 03:00:00+00,AV,Copacabana,MP10,Boa,21,1
76713,2023/01/12 03:00:00+00,SC,São Cristóvão,MP10,Boa,30,7
76714,2023/01/12 03:00:00+00,SP,Tijuca,MP10,Boa,23,8
76715,2023/01/12 03:00:00+00,IR,Irajá,O3,Boa,31,5
76716,2023/01/12 03:00:00+00,BG,Bangu,O3,Boa,30,2
76717,2023/01/12 03:00:00+00,CG,Campo Grande,O3,Boa,26,4
76718,2023/01/12 03:00:00+00,PG,Pedra de Guaratiba,O3,Boa,28,6
76719,2023/01/13 03:00:00+00,CA,Centro,O3,Boa,32,3
76720,2023/01/13 03:00:00+00,AV,Copacabana,O3,Boa,25,1
76721,2023/01/13 03:00:00+00,SC,São Cristóvão,O3,Boa,32,7
76722,2023/01/13 03:00:00+00,SP,Tijuca,O3,Boa,25,8
76723,2023/01/13 03:00:00+00,IR,Irajá,O3,Boa,36,5
76724,2023/01/13 03:00:00+00,BG,Bangu,O3,Boa,31,2
76725,2023/01/13 03:00:00+00,CG,Campo Grande,O3,Boa,24,4
76726,2023/01/13 03:00:00+00,PG,Pedra de Guaratiba,O3,Boa,34,6
76727,2023/01/14 03:00:00+00,CA,Centro,O3,Boa,25,3
76728,2023/01/14 03:00:00+00,AV,Copacabana,MP10,Boa,19,1
76729,2023/01/14 03:00:00+00,SC,São Cristóvão,O3,Boa,32,7
76730,2023/01/14 03:00:00+00,SP,Tijuca,O3,Boa,30,8
76731,2023/01/14 03:00:00+00,IR,Irajá,O3,Moderada,61,5
76732,2023/01/14 03:00:00+00,BG,Bangu,O3,Boa,30,2
76733,2023/01/14 03:00:00+00,CG,Campo Grande,O3,Boa,21,4
76734,2023/01/14 03:00:00+00,PG,Pedra de Guaratiba,O3,Boa,25,6
76735,2023/01/15 03:00:00+00,CA,Centro,O3,Boa,20,3
76736,2023/01/15 03:00:00+00,AV,Copacabana,MP10,Boa,20,1
76737,2023/01/15 03:00:00+00,SC,São Cristóvão,O3,Boa,27,7
76738,2023/01/15 03:00:00+00,SP,Tijuca,O3,Boa,28,8
76739,2023/01/15 03:00:00+00,IR,Irajá,O3,Moderada,58,5
76740,2023/01/15 03:00:00+00,BG,Bangu,O3,Ruim,101,2
76741,2023/01/15 03:00:00+00,CG,Campo Grande,O3,Moderada,44,4
76742,2023/01/15 03:00:00+00,PG,Pedra de Guaratiba,O3,Boa,27,6
76743,2023/01/16 03:00:00+00,CA,Centro,O3,Boa,21,3
76744,2023/01/16 03:00:00+00,AV,Copacabana,MP10,Boa,19,1
76745,2023/01/16 03:00:00+00,SC,São Cristóvão,O3,Boa,27,7
76746,2023/01/16 03:00:00+00,SP,Tijuca,O3,Boa,28,8
76747,2023/01/16 03:00:00+00,IR,Irajá,O3,Ruim,84,5
76748,2023/01/16 03:00:00+00,BG,Bangu,O3,Moderada,57,2
76749,2023/01/16 03:00:00+00,CG,Campo Grande,O3,Boa,38,4
76750,2023/01/16 03:00:00+00,PG,Pedra de Guaratiba,O3,Boa,33,6
76751,2023/01/17 03:00:00+00,CA,Centro,O3,Boa,22,3
76752,2023/01/17 03:00:00+00,AV,Copacabana,MP10,Boa,18,1
76753,2023/01/17 03:00:00+00,SC,São Cristóvão,O3,Boa,29,7
76754,2023/01/17 03:00:00+00,SP,Tijuca,O3,Boa,29,8
76755,2023/01/17 03:00:00+00,IR,Irajá,O3,Moderada,62,5
76756,2023/01/17 03:00:00+00,BG,Bangu,O3,Boa,32,2
76757,2023/01/17 03:00:00+00,CG,Campo Grande,O3,Boa,25,4
76758,2023/01/17 03:00:00+00,PG,Pedra de Guaratiba,MP10,Boa,33,6
76759,2023/01/18 03:00:00+00,CA,Centro,O3,Boa,20,3
76760,2023/01/18 03:00:00+00,AV,Copacabana,MP10,Boa,18,1
76761,2023/01/18 03:00:00+00,SC,São Cristóvão,MP10,Boa,26,7
76762,2023/01/18 03:00:00+00,SP,Tijuca,O3,Boa,22,8
76763,2023/01/18 03:00:00+00,IR,Irajá,MP10,Boa,15,5
76764,2023/01/18 03:00:00+00,BG,Bangu,O3,Moderada,76,2
76765,2023/01/18 03:00:00+00,CG,Campo Grande,O3,Boa,40,4
76766,2023/01/18 03:00:00+00,PG,Pedra de Guaratiba,MP10,Boa,34,6
76767,2023/01/19 03:00:00+00,CA,Centro,O3,Boa,12,3
76768,2023/01/19 03:00:00+00,AV,Copacabana,MP10,Boa,18,1
76769,2023/01/19 03:00:00+00,SC,São Cristóvão,MP10,Boa,26,7
76770,2023/01/19 03:00:00+00,SP,Tijuca,MP10,Boa,19,8
76771,2023/01/19 03:00:00+00,IR,Irajá,O3,Boa,26,5
76772,2023/01/19 03:00:00+00,BG,Bangu,O3,Moderada,58,2
76773,2023/01/19 03:00:00+00,CG,Campo Grande,O3,Boa,33,4
76774,2023/01/19 03:00:00+00,PG,Pedra de Guaratiba,MP10,Boa,38,6
76775,2023/01/20 03:00:00+00,CA,Centro,O3,Boa,12,3
76776,2023/01/20 03:00:00+00,AV,Copacabana,MP10,Boa,13,1
76777,2023/01/20 03:00:00+00,SC,São Cristóvão,MP10,Boa,22,7
76778,2023/01/20 03:00:00+00,SP,Tijuca,MP10,Boa,18,8
76779,2023/01/20 03:00:00+00,IR,Irajá,NO2,Boa,15,5
76780,2023/01/20 03:00:00+00,BG,Bangu,MP10,Boa,20,2
76781,2023/01/20 03:00:00+00,CG,Campo Grande,MP10,Boa,14,4
76782,2023/01/20 03:00:00+00,PG,Pedra de Guaratiba,MP10,Boa,22,6
76783,2023/01/21 03:00:00+00,CA,Centro,O3,Boa,21,3
76784,2023/01/21 03:00:00+00,AV,Copacabana,O3,Boa,18,1
76785,2023/01/21 03:00:00+00,SC,São Cristóvão,O3,Boa,18,7
76786,2023/01/21 03:00:00+00,SP,Tijuca,O3,Boa,21,8
76787,2023/01/21 03:00:00+00,IR,Irajá,NO2,Boa,20,5
76788,2023/01/21 03:00:00+00,BG,Bangu,O3,Boa,28,2
76789,2023/01/21 03:00:00+00,CG,Campo Grande,O3,Boa,28,4
76790,2023/01/21 03:00:00+00,PG,Pedra de Guaratiba,O3,Boa,29,6
76791,2023/01/22 03:00:00+00,CA,Centro,O3,Boa,30,3
76792,2023/01/22 03:00:00+00,AV,Copacabana,O3,Boa,24,1
76793,2023/01/22 03:00:00+00,SC,São Cristóvão,MP10,Boa,29,7
76794,2023/01/22 03:00:00+00,SP,Tijuca,O3,Boa,35,8
76795,2023/01/22 03:00:00+00,IR,Irajá,O3,Moderada,51,5
76796,2023/01/22 03:00:00+00,BG,Bangu,O3,Boa,39,2
76797,2023/01/22 03:00:00+00,CG,Campo Grande,O3,Boa,39,4
76798,2023/01/22 03:00:00+00,PG,Pedra de Guaratiba,O3,Boa,38,6
76799,2023/01/23 03:00:00+00,CA,Centro,O3,Boa,21,3
76800,2023/01/23 03:00:00+00,AV,Copacabana,MP10,Boa,15,1
76801,2023/01/23 03:00:00+00,SC,São Cristóvão,O3,Boa,28,7
76802,2023/01/23 03:00:00+00,SP,Tijuca,O3,Boa,26,8
76803,2023/01/23 03:00:00+00,IR,Irajá,O3,Boa,32,5
76804,2023/01/23 03:00:00+00,BG,Bangu,O3,Boa,30,2
76805,2023/01/23 03:00:00+00,CG,Campo Grande,O3,Boa,26,4
76806,2023/01/23 03:00:00+00,PG,Pedra de Guaratiba,MP10,Boa,29,6
76807,2023/01/24 03:00:00+00,CA,Centro,O3,Boa,18,3
76808,2023/01/24 03:00:00+00,AV,Copacabana,O3,Boa,16,1
76809,2023/01/24 03:00:00+00,SC,São Cristóvão,MP10,Boa,20,7
76810,2023/01/24 03:00:00+00,SP,Tijuca,O3,Boa,18,8
76811,2023/01/24 03:00:00+00,IR,Irajá,NO2,Boa,23,5
76812,2023/01/24 03:00:00+00,BG,Bangu,O3,Boa,28,2
76813,2023/01/24 03:00:00+00,CG,Campo Grande,O3,Boa,29,4
76814,2023/01/24 03:00:00+00,PG,Pedra de Guaratiba,O3,Boa,26,6
76815,2023/01/25 03:00:00+00,CA,Centro,O3,Boa,18,3
76816,2023/01/25 03:00:00+00,AV,Copacabana,O3,Boa,18,1
76817,2023/01/25 03:00:00+00,SC,São Cristóvão,MP10,Boa,21,7
76818,2023/01/25 03:00:00+00,SP,Tijuca,O3,Boa,17,8
76819,2023/01/25 03:00:00+00,IR,Irajá,NO2,Boa,16,5
76820,2023/01/25 03:00:00+00,BG,Bangu,O3,Boa,26,2
76821,2023/01/25 03:00:00+00,CG,Campo Grande,O3,Boa,26,4
76822,2023/01/25 03:00:00+00,PG,Pedra de Guaratiba,O3,Boa,24,6
76823,2023/01/26 03:00:00+00,CA,Centro,O3,Boa,14,3
76824,2023/01/26 03:00:00+00,AV,Copacabana,MP10,Boa,14,1
76825,2023/01/26 03:00:00+00,SC,São Cristóvão,O3,Boa,17,7
76826,2023/01/26 03:00:00+00,SP,Tijuca,O3,Boa,16,8
76827,2023/01/26 03:00:00+00,IR,Irajá,NO2,Boa,15,5
76828,2023/01/26 03:00:00+00,BG,Bangu,O3,Boa,32,2
76829,2023/01/26 03:00:00+00,CG,Campo Grande,O3,Boa,29,4
76830,2023/01/26 03:00:00+00,PG,Pedra de Guaratiba,MP10,Boa,24,6
76831,2023/01/27 03:00:00+00,CA,Centro,O3,Boa,14,3
76832,2023/01/27 03:00:00+00,AV,Copacabana,MP10,Boa,15,1
76833,2023/01/27 03:00:00+00,SC,São Cristóvão,MP10,Boa,21,7
76834,2023/01/27 03:00:00+00,SP,Tijuca,O3,Boa,19,8
76835,2023/01/27 03:00:00+00,IR,Irajá,MP10,Boa,11,5
76836,2023/01/27 03:00:00+00,BG,Bangu,O3,Boa,36,2
76837,2023/01/27 03:00:00+00,CG,Campo Grande,O3,Boa,30,4
76838,2023/01/27 03:00:00+00,PG,Pedra de Guaratiba,MP10,Boa,31,6
76839,2023/01/28 03:00:00+00,CA,Centro,O3,Boa,16,3
76840,2023/01/28 03:00:00+00,AV,Copacabana,O3,Boa,13,1
76841,2023/01/28 03:00:00+00,SC,São Cristóvão,MP10,Boa,21,7
76842,2023/01/28 03:00:00+00,SP,Tijuca,O3,Boa,19,8
76843,2023/01/28 03:00:00+00,IR,Irajá,NO2,Boa,15,5
76844,2023/01/28 03:00:00+00,BG,Bangu,O3,Boa,36,2
76845,2023/01/28 03:00:00+00,CG,Campo Grande,O3,Boa,28,4
76846,2023/01/28 03:00:00+00,PG,Pedra de Guaratiba,MP10,Boa,24,6
76847,2023/01/29 03:00:00+00,CA,Centro,O3,Boa,31,3
76848,2023/01/29 03:00:00+00,AV,Copacabana,O3,Boa,31,1
76849,2023/01/29 03:00:00+00,SC,São Cristóvão,O3,Boa,34,7
76850,2023/01/29 03:00:00+00,SP,Tijuca,O3,Boa,33,8
76851,2023/01/29 03:00:00+00,IR,Irajá,NO2,Boa,16,5
76852,2023/01/29 03:00:00+00,BG,Bangu,O3,Boa,28,2
76853,2023/01/29 03:00:00+00,CG,Campo Grande,O3,Boa,26,4
76854,2023/01/29 03:00:00+00,PG,Pedra de Guaratiba,O3,Boa,31,6
76855,2023/01/30 03:00:00+00,CA,Centro,O3,Boa,20,3
76856,2023/01/30 03:00:00+00,AV,Copacabana,MP10,Boa,14,1
76857,2023/01/30 03:00:00+00,SC,São Cristóvão,O3,Boa,27,7
76858,2023/01/30 03:00:00+00,SP,Tijuca,O3,Boa,25,8
76859,2023/01/30 03:00:00+00,IR,Irajá,NO2,Boa,18,5
76860,2023/01/30 03:00:00+00,BG,Bangu,O3,Moderada,45,2
76861,2023/01/30 03:00:00+00,CG,Campo Grande,O3,Boa,35,4
76862,2023/01/30 03:00:00+00,PG,Pedra de Guaratiba,O3,Boa,37,6
76863,2023/01/31 03:00:00+00,CA,Centro,O3,Boa,19,3
76864,2023/01/31 03:00:00+00,AV,Copacabana,MP10,Boa,19,1
76865,2023/01/31 03:00:00+00,SC,São Cristóvão,O3,Boa,25,7
76866,2023/01/31 03:00:00+00,SP,Tijuca,O3,Boa,26,8
76867,2023/01/31 03:00:00+00,IR,Irajá,MP10,Boa,18,5
76868,2023/01/31 03:00:00+00,BG,Bangu,O3,Boa,35,2
76869,2023/01/31 03:00:00+00,CG,Campo Grande,O3,Boa,26,4
76870,2023/01/31 03:00:00+00,PG,Pedra de Guaratiba,O3,Boa,28,6
76871,2023/02/01 03:00:00+00,CA,Centro,O3,Boa,13,3
76872,2023/02/01 03:00:00+00,AV,Copacabana,O3,Boa,26,1
76873,2023/02/01 03:00:00+00,SC,São Cristóvão,O3,Boa,38,7
76874,2023/02/01 03:00:00+00,SP,Tijuca,O3,Boa,38,8
76875,2023/02/01 03:00:00+00,IR,Irajá,MP10,Boa,17,5
76876,2023/02/01 03:00:00+00,BG,Bangu,O3,Boa,30,2
76877,2023/02/01 03:00:00+00,CG,Campo Grande,O3,Boa,33,4
76878,2023/02/01 03:00:00+00,PG,Pedra de Guaratiba,O3,Boa,31,6
76879,2023/02/02 03:00:00+00,CA,Centro,O3,Boa,24,3
76880,2023/02/02 03:00:00+00,AV,Copacabana,O3,Boa,22,1
76881,2023/02/02 03:00:00+00,SC,São Cristóvão,O3,Boa,36,7
76882,2023/02/02 03:00:00+00,SP,Tijuca,O3,Moderada,54,8
76883,2023/02/02 03:00:00+00,IR,Irajá,NO2,Boa,16,5
76884,2023/02/02 03:00:00+00,BG,Bangu,O3,Boa,34,2
76885,2023/02/02 03:00:00+00,CG,Campo Grande,O3,Boa,32,4
76886,2023/02/02 03:00:00+00,PG,Pedra de Guaratiba,O3,Moderada,49,6
76887,2023/02/03 03:00:00+00,CA,Centro,O3,Boa,28,3
76888,2023/02/03 03:00:00+00,AV,Copacabana,O3,Boa,26,1
76889,2023/02/03 03:00:00+00,SC,São Cristóvão,MP10,Boa,33,7
76890,2023/02/03 03:00:00+00,SP,Tijuca,O3,Boa,26,8
76891,2023/02/03 03:00:00+00,IR,Irajá,MP10,Boa,18,5
76892,2023/02/03 03:00:00+00,BG,Bangu,MP10,Boa,26,2
76893,2023/02/03 03:00:00+00,CG,Campo Grande,O3,Boa,28,4
76894,2023/02/03 03:00:00+00,PG,Pedra de Guaratiba,O3,Boa,34,6
76895,2023/02/04 03:00:00+00,CA,Centro,O3,Boa,37,3
76896,2023/02/04 03:00:00+00,AV,Copacabana,O3,Boa,27,1
76897,2023/02/04 03:00:00+00,SC,São Cristóvão,O3,Boa,35,7
76898,2023/02/04 03:00:00+00,SP,Tijuca,O3,Boa,32,8
76899,2023/02/04 03:00:00+00,IR,Irajá,MP10,Boa,18,5
76900,2023/02/04 03:00:00+00,BG,Bangu,MP10,Boa,28,2
76901,2023/02/04 03:00:00+00,CG,Campo Grande,O3,Boa,36,4
76902,2023/02/04 03:00:00+00,PG,Pedra de Guaratiba,O3,Boa,33,6
76903,2023/02/05 03:00:00+00,CA,Centro,O3,Moderada,46,3
76904,2023/02/05 03:00:00+00,AV,Copacabana,O3,Moderada,71,1
76905,2023/02/05 03:00:00+00,SC,São Cristóvão,O3,Boa,34,7
76906,2023/02/05 03:00:00+00,SP,Tijuca,O3,Boa,38,8
76907,2023/02/05 03:00:00+00,IR,Irajá,MP10,Boa,14,5
76908,2023/02/05 03:00:00+00,BG,Bangu,O3,Boa,30,2
76909,2023/02/05 03:00:00+00,CG,Campo Grande,O3,Boa,39,4
76910,2023/02/05 03:00:00+00,PG,Pedra de Guaratiba,O3,Boa,34,6
