data_dia,AQI,Qualidade_do_Ar
2013-06-02,35,N1 - Boa
2013-06-03,33,N1 - Boa
2013-06-04,35,N1 - Boa
2013-06-05,42,N2 - Moderada
2013-06-06,42,N2 - Moderada
2013-06-07,51,N2 - Moderada
2013-06-08,34,N1 - Boa
2013-06-09,34,N1 - Boa
2013-06-10,40,N1 - Boa
2013-06-11,50,N2 - Moderada
2013-06-12,61,N2 - Moderada
2013-06-13,49,N2 - Moderada
2013-06-14,46,N2 - Moderada
2013-06-15,31,N1 - Boa
2013-06-16,33,N1 - Boa
2013-06-17,38,N1 - Boa
2013-06-18,28,N1 - Boa
2013-06-19,38,N1 - Boa
2013-06-20,59,N2 - Moderada
2013-06-21,60,N2 - Moderada
2013-06-22,44,N2 - Moderada
2013-06-23,28,N1 - Boa
2013-06-24,38,N1 - Boa
2013-06-25,37,N1 - Boa
2013-06-26,49,N2 - Moderada
2013-06-27,60,N2 - Moderada
2013-06-28,39,N1 - Boa
2013-06-29,41,N2 - Moderada
2013-06-30,47,N2 - Moderada
2013-07-01,39,N1 - Boa
2013-07-02,33,N1 - Boa
2013-07-03,32,N1 - Boa
2013-07-04,28,N1 - Boa
2013-07-05,31,N1 - Boa
2013-07-06,35,N1 - Boa
2013-07-07,54,N2 - Moderada
2013-07-08,25,N1 - Boa
2013-07-09,33,N1 - Boa
2013-07-10,37,N1 - Boa
2013-07-11,27,N1 - Boa
2013-07-12,35,N1 - Boa
2013-07-13,45,N2 - Moderada
2013-07-14,48,N2 - Moderada
2013-07-15,38,N1 - Boa
2013-07-16,32,N1 - Boa
2013-07-17,40,N1 - Boa
2013-07-18,59,N2 - Moderada
2013-07-19,64,N2 - Moderada
2013-07-20,61,N2 - Moderada
2013-07-21,47,N2 - Moderada
2013-07-22,56,N2 - Moderada
2013-07-23,27,N1 - Boa
2013-07-24,24,N1 - Boa
2013-07-25,20,N1 - Boa
2013-07-26,24,N1 - Boa
2013-07-27,30,N1 - Boa
2013-07-28,40,N1 - Boa
2013-07-29,36,N1 - Boa
2013-07-30,43,N2 - Moderada
2013-07-31,38,N1 - Boa
2013-08-01,60,N2 - Moderada
2013-08-02,81,N3 - Ruim
2013-08-03,79,N2 - Moderada
2013-08-04,75,N2 - Moderada
2013-08-05,55,N2 - Moderada
2013-08-06,54,N2 - Moderada
2013-08-07,56,N2 - Moderada
2013-08-08,49,N2 - Moderada
2013-08-09,56,N2 - Moderada
2013-08-10,57,N2 - Moderada
2013-08-11,49,N2 - Moderada
2013-08-12,51,N2 - Moderada
2013-08-13,89,N3 - Ruim
2013-08-14,48,N2 - Moderada
2013-08-15,30,N1 - Boa
2013-08-16,39,N1 - Boa
2013-08-17,32,N1 - Boa
2013-08-18,25,N1 - Boa
2013-08-19,29,N1 - Boa
2013-08-20,31,N1 - Boa
2013-08-21,37,N1 - Boa
2013-08-22,45,N2 - Moderada
2013-08-23,47,N2 - Moderada
2013-08-24,56,N2 - Moderada
2013-08-25,67,N2 - Moderada
2013-08-26,54,N2 - Moderada
2013-08-27,42,N2 - Moderada
2013-08-28,31,N1 - Boa
2013-08-29,15,N1 - Boa
2013-08-30,41,N2 - Moderada
2013-08-31,38,N1 - Boa
2013-09-01,43,N2 - Moderada
2013-09-02,64,N2 - Moderada
2013-09-03,57,N2 - Moderada
2013-09-04,35,N1 - Boa
2013-09-05,39,N1 - Boa
2013-09-06,33,N1 - Boa
2013-09-07,29,N1 - Boa
2013-09-08,35,N1 - Boa
2013-09-09,35,N1 - Boa
2013-09-10,35,N1 - Boa
2013-09-11,34,N1 - Boa
2013-09-12,44,N2 - Moderada
2013-09-13,48,N2 - Moderada
2013-09-14,52,N2 - Moderada
2013-09-15,51,N2 - Moderada
2013-09-16,58,N2 - Moderada
2013-09-17,65,N2 - Moderada
2013-09-18,37,N1 - Boa
2013-09-19,33,N1 - Boa
2013-09-20,53,N2 - Moderada
2013-09-21,60,N2 - Moderada
2013-09-22,59,N2 - Moderada
2013-09-23,45,N2 - Moderada
2013-09-24,35,N1 - Boa
2013-09-25,33,N1 - Boa
2013-09-26,35,N1 - Boa
2013-09-27,31,N1 - Boa
2013-09-28,32,N1 - Boa
2013-09-29,39,N1 - Boa
2013-09-30,44,N2 - Moderada
2013-10-01,48,N2 - Moderada
2013-10-02,48,N2 - Moderada
2013-10-03,53,N2 - Moderada
2013-10-04,57,N2 - Moderada
2013-10-05,49,N2 - Moderada
2013-10-06,33,N1 - Boa
2013-10-07,30,N1 - Boa
2013-10-08,31,N1 - Boa
2013-10-09,27,N1 - Boa
2013-10-10,30,N1 - Boa
2013-10-11,31,N1 - Boa
2013-10-12,35,N1 - Boa
2013-10-13,42,N2 - Moderada
2013-10-14,55,N2 - Moderada
2013-10-15,73,N2 - Moderada
2013-10-16,52,N2 - Moderada
2013-10-17,39,N1 - Boa
2013-10-18,36,N1 - Boa
2013-10-19,35,N1 - Boa
2013-10-20,36,N1 - Boa
2013-10-21,59,N2 - Moderada
2013-10-22,50,N2 - Moderada
2013-10-23,53,N2 - Moderada
2013-10-24,60,N2 - Moderada
2013-10-25,61,N2 - Moderada
2013-10-26,42,N2 - Moderada
2013-10-27,45,N2 - Moderada
2013-10-28,51,N2 - Moderada
2013-10-29,49,N2 - Moderada
2013-10-30,50,N2 - Moderada
2013-10-31,38,N1 - Boa
2013-11-01,36,N1 - Boa
2013-11-02,48,N2 - Moderada
2013-11-03,39,N1 - Boa
2013-11-04,54,N2 - Moderada
2013-11-05,41,N2 - Moderada
2013-11-06,37,N1 - Boa
2013-11-07,38,N1 - Boa
2013-11-08,54,N2 - Moderada
2013-11-09,35,N1 - Boa
2013-11-10,38,N1 - Boa
2013-11-11,73,N2 - Moderada
2013-11-12,67,N2 - Moderada
2013-11-13,42,N2 - Moderada
2013-11-14,45,N2 - Moderada
2013-11-15,44,N2 - Moderada
2013-11-16,48,N2 - Moderada
2013-11-17,47,N2 - Moderada
2013-11-18,30,N1 - Boa
2013-11-19,48,N2 - Moderada
2013-11-20,54,N2 - Moderada
2013-11-21,62,N2 - Moderada
2013-11-22,39,N1 - Boa
2013-11-23,30,N1 - Boa
2013-11-24,44,N2 - Moderada
2013-11-25,55,N2 - Moderada
2013-11-26,36,N1 - Boa
2013-11-27,62,N2 - Moderada
2013-11-28,62,N2 - Moderada
2013-11-29,79,N2 - Moderada
2013-11-30,49,N2 - Moderada
2013-12-01,51,N2 - Moderada
2013-12-02,57,N2 - Moderada
2013-12-03,48,N2 - Moderada
2013-12-04,44,N2 - Moderada
2013-12-05,65,N2 - Moderada
2013-12-06,42,N2 - Moderada
2013-12-07,62,N2 - Moderada
2013-12-08,73,N2 - Moderada
2013-12-09,45,N2 - Moderada
2013-12-10,58,N2 - Moderada
2013-12-11,38,N1 - Boa
2013-12-12,37,N1 - Boa
2013-12-13,36,N1 - Boa
2013-12-14,31,N1 - Boa
2013-12-15,30,N1 - Boa
2013-12-16,29,N1 - Boa
2013-12-17,27,N1 - Boa
2013-12-18,25,N1 - Boa
2013-12-19,28,N1 - Boa
2013-12-20,26,N1 - Boa
2013-12-21,27,N1 - Boa
2013-12-22,29,N1 - Boa
2013-12-23,31,N1 - Boa
2013-12-24,36,N1 - Boa
2013-12-25,31,N1 - Boa
2013-12-26,28,N1 - Boa
2013-12-27,39,N1 - Boa
2013-12-28,53,N2 - Moderada
2013-12-29,48,N2 - Moderada
2013-12-30,44,N2 - Moderada
2013-12-31,36,N1 - Boa
2014-01-01,51,N2 - Moderada
2014-01-02,34,N1 - Boa
2014-01-03,54,N2 - Moderada
2014-01-04,44,N2 - Moderada
2014-01-05,47,N2 - Moderada
2014-01-06,48,N2 - Moderada
2014-01-07,34,N1 - Boa
2014-01-08,44,N2 - Moderada
2014-01-09,49,N2 - Moderada
2014-01-10,37,N1 - Boa
2014-01-11,50,N2 - Moderada
2014-01-12,64,N2 - Moderada
2014-01-13,53,N2 - Moderada
2014-01-14,68,N2 - Moderada
2014-01-15,71,N2 - Moderada
2014-01-16,55,N2 - Moderada
2014-01-17,39,N1 - Boa
2014-01-18,43,N2 - Moderada
2014-01-19,42,N2 - Moderada
2014-01-20,45,N2 - Moderada
2014-01-21,49,N2 - Moderada
2014-01-22,55,N2 - Moderada
2014-01-23,57,N2 - Moderada
2014-01-24,59,N2 - Moderada
2014-01-25,53,N2 - Moderada
2014-01-26,51,N2 - Moderada
2014-01-27,62,N2 - Moderada
2014-01-28,56,N2 - Moderada
2014-01-29,53,N2 - Moderada
2014-01-30,57,N2 - Moderada
2014-01-31,55,N2 - Moderada
2014-02-01,55,N2 - Moderada
2014-02-02,54,N2 - Moderada
2014-02-03,58,N2 - Moderada
2014-02-04,56,N2 - Moderada
2014-02-05,72,N2 - Moderada
2014-02-06,56,N2 - Moderada
2014-02-07,58,N2 - Moderada
2014-02-08,81,N3 - Ruim
2014-02-09,64,N2 - Moderada
2014-02-10,77,N2 - Moderada
2014-02-11,78,N2 - Moderada
2014-02-12,66,N2 - Moderada
2014-02-13,69,N2 - Moderada
2014-02-14,87,N3 - Ruim
2014-02-15,53,N2 - Moderada
2014-02-16,90,N3 - Ruim
2014-02-17,49,N2 - Moderada
2014-02-18,48,N2 - Moderada
2014-02-19,45,N2 - Moderada
2014-02-20,48,N2 - Moderada
2014-02-21,55,N2 - Moderada
2014-02-22,50,N2 - Moderada
2014-02-23,50,N2 - Moderada
2014-02-24,49,N2 - Moderada
2014-02-25,65,N2 - Moderada
2014-02-26,60,N2 - Moderada
2014-02-27,71,N2 - Moderada
2014-02-28,71,N2 - Moderada
