data_dia,nome_estacao,codnum,ano,mes,dia,chuva,temp,ur,co,no,no2,nox,so2,o3,pm10,pm2_5,lat,lon,AQI,Qualidade_do_Ar
2012-04-24,ESTAÇÃO CAMPO GRANDE,4,2012,4,24,0.0,25.421,77.551,0.512,53.664,32.745,86.435,0.525,32.475,37.521,,-22.886,-43.557,33,N1 - Boa
2012-04-25,ESTAÇÃO CAMPO GRANDE,4,2012,4,25,0.0,26.728,71.025,0.503,48.999,45.953,95.138,1.652,33.118,39.833,,-22.886,-43.557,36,N1 - Boa
2012-04-26,ESTAÇÃO CAMPO GRANDE,4,2012,4,26,0.0,28.289,71.132,0.582,56.406,49.816,106.29,1.622,13.004,56.0,,-22.886,-43.557,46,N2 - Moderada
2012-04-27,ESTAÇÃO CAMPO GRANDE,4,2012,4,27,4.0,26.751,78.614,0.315,15.7,32.107,47.808,0.124,23.491,19.458,,-22.886,-43.557,16,N1 - Boa
2012-04-28,ESTAÇÃO CAMPO GRANDE,4,2012,4,28,6.2,25.301,80.924,0.299,29.603,32.526,62.198,0.086,26.321,15.917,,-22.886,-43.557,15,N1 - Boa
2012-04-29,ESTAÇÃO CAMPO GRANDE,4,2012,4,29,23.8,25.21,76.652,0.43,20.346,33.682,54.042,0.027,12.57,22.854,,-22.886,-43.557,18,N1 - Boa
2012-04-30,ESTAÇÃO CAMPO GRANDE,4,2012,4,30,93.0,23.05,90.812,0.361,15.801,33.276,49.072,0.0,12.114,14.333,,-22.886,-43.557,11,N1 - Boa
2012-05-01,ESTAÇÃO CAMPO GRANDE,4,2012,5,1,47.0,20.889,83.942,0.243,5.779,25.457,31.235,0.093,33.53,10.958,,-22.886,-43.557,18,N1 - Boa
2012-05-02,ESTAÇÃO CAMPO GRANDE,4,2012,5,2,0.0,19.734,77.227,0.394,47.978,41.843,89.898,0.993,5.521,26.929,,-22.886,-43.557,12,N1 - Boa
2012-05-03,ESTAÇÃO CAMPO GRANDE,4,2012,5,3,0.0,25.468,68.992,0.297,25.869,30.694,56.571,2.158,31.551,20.846,,-22.886,-43.557,17,N1 - Boa
2012-05-04,ESTAÇÃO CAMPO GRANDE,4,2012,5,4,2.4,23.934,79.566,0.492,49.562,38.032,87.575,1.768,15.814,30.729,,-22.886,-43.557,25,N1 - Boa
2012-05-05,ESTAÇÃO CAMPO GRANDE,4,2012,5,5,0.0,24.978,73.444,0.495,66.643,42.924,109.55,3.345,24.548,29.688,,-22.886,-43.557,24,N1 - Boa
2012-05-06,ESTAÇÃO CAMPO GRANDE,4,2012,5,6,0.0,25.329,71.213,0.485,34.233,36.294,70.492,2.054,27.14,28.292,,-22.886,-43.557,26,N1 - Boa
2012-05-07,ESTAÇÃO CAMPO GRANDE,4,2012,5,7,0.0,24.51,71.994,0.35,56.798,42.24,99.005,1.879,18.97,26.542,,-22.886,-43.557,21,N1 - Boa
2012-05-08,ESTAÇÃO CAMPO GRANDE,4,2012,5,8,0.0,23.189,78.438,0.455,57.87,46.021,103.863,1.756,8.97,39.125,,-22.886,-43.557,31,N1 - Boa
2012-05-09,ESTAÇÃO CAMPO GRANDE,4,2012,5,9,0.0,24.941,71.076,0.264,53.244,50.1,103.374,3.261,14.13,33.5,,-22.886,-43.557,27,N1 - Boa
2012-05-10,ESTAÇÃO CAMPO GRANDE,4,2012,5,10,0.0,25.738,68.067,0.414,54.542,61.74,116.227,5.991,19.632,43.167,,-22.886,-43.557,35,N1 - Boa
2012-05-11,ESTAÇÃO CAMPO GRANDE,4,2012,5,11,0.0,27.514,62.735,0.545,79.218,59.017,138.291,5.837,15.27,52.333,,-22.886,-43.557,43,N2 - Moderada
2012-05-12,ESTAÇÃO CAMPO GRANDE,4,2012,5,12,0.0,27.207,62.782,0.625,75.89,66.778,142.743,3.812,14.225,62.25,,-22.886,-43.557,51,N2 - Moderada
2012-05-13,ESTAÇÃO CAMPO GRANDE,4,2012,5,13,34.8,24.149,83.572,0.442,9.818,43.653,53.469,1.197,22.524,25.896,,-22.886,-43.557,21,N1 - Boa
2012-05-14,ESTAÇÃO CAMPO GRANDE,4,2012,5,14,36.2,21.209,88.957,0.359,30.502,44.67,75.292,3.052,14.75,18.375,,-22.886,-43.557,15,N1 - Boa
2012-05-15,ESTAÇÃO CAMPO GRANDE,4,2012,5,15,10.4,20.512,87.15,0.429,47.531,53.284,100.801,1.402,9.005,18.542,,-22.886,-43.557,15,N1 - Boa
2012-05-16,ESTAÇÃO CAMPO GRANDE,4,2012,5,16,4.4,21.249,85.012,0.33,35.906,39.233,75.133,1.872,14.09,19.333,,-22.886,-43.557,15,N1 - Boa
2012-05-17,ESTAÇÃO CAMPO GRANDE,4,2012,5,17,34.2,22.264,82.909,0.303,19.644,31.985,51.641,1.836,20.559,12.125,,-22.886,-43.557,18,N1 - Boa
